episode,rewards,lengths,successes
2443,8.0,13,True
2444,6.0,15,True
2445,3.0,18,True
2446,10.0,11,True
2447,7.0,14,True
2448,9.0,12,True
2449,8.0,13,True
2450,11.0,10,True
2451,9.0,12,True
2452,9.0,12,True
2453,9.0,12,True
2454,13.0,8,True
2455,7.0,14,True
2456,7.0,14,True
2457,8.0,13,True
2458,8.0,13,True
2459,-2.0,23,True
2460,10.0,11,True
2461,6.0,15,True
2462,7.0,14,True
2463,5.0,16,True
2464,7.0,14,True
2465,9.0,12,True
2466,8.0,13,True
2467,7.0,14,True
2468,12.0,9,True
2469,7.0,14,True
2470,9.0,12,True
2471,9.0,12,True
2472,11.0,10,True
2473,2.0,19,True
2474,8.0,13,True
2475,11.0,10,True
2476,9.0,12,True
2477,14.0,7,True
2478,7.0,14,True
2479,10.0,11,True
2480,12.0,9,True
2481,14.0,7,True
2482,11.0,10,True
2483,7.0,14,True
2484,5.0,16,True
2485,8.0,13,True
2486,11.0,10,True
2487,6.0,15,True
2488,6.0,15,True
2489,13.0,8,True
2490,8.0,13,True
2491,4.0,17,True
2492,8.0,13,True
2493,8.0,13,True
2494,12.0,9,True
2495,10.0,11,True
2496,8.0,13,True
2497,7.0,14,True
2498,9.0,12,True
2499,4.0,17,True
2500,11.0,10,True
2501,2.0,19,True
2502,4.0,17,True
2503,9.0,12,True
2504,7.0,14,True
2505,12.0,9,True
2506,9.0,12,True
2507,10.0,11,True
2508,11.0,10,True
2509,8.0,13,True
2510,6.0,15,True
2511,5.0,16,True
2512,3.0,18,True
2513,5.0,16,True
2514,7.0,14,True
2515,9.0,12,True
2516,7.0,14,True
2517,9.0,12,True
2518,8.0,13,True
2519,5.0,16,True
2520,13.0,8,True
2521,-1.0,22,True
2522,5.0,16,True
2523,9.0,12,True
2524,0.0,21,True
2525,5.0,16,True
2526,8.0,13,True
2527,4.0,17,True
2528,11.0,10,True
2529,14.0,7,True
2530,5.0,16,True
2531,10.0,11,True
2532,5.0,16,True
2533,9.0,12,True
2534,7.0,14,True
2535,10.0,11,True
2536,6.0,15,True
2537,7.0,14,True
2538,7.0,14,True
2539,7.0,14,True
2540,5.0,16,True
2541,6.0,15,True
2542,5.0,16,True
2543,-4.0,16,True
2544,10.0,11,True
2545,11.0,10,True
2546,11.0,10,True
2547,10.0,11,True
2548,6.0,15,True
2549,5.0,16,True
2550,14.0,7,True
2551,10.0,11,True
2552,2.0,19,True
2553,11.0,10,True
2554,12.0,9,True
2555,4.0,17,True
2556,5.0,16,True
2557,-4.0,16,True
2558,9.0,12,True
2559,7.0,14,True
2560,6.0,15,True
2561,-2.0,14,True
2562,5.0,16,True
2563,-5.0,17,True
2564,7.0,14,True
2565,8.0,13,True
2566,5.0,16,True
2567,8.0,13,True
2568,6.0,15,True
2569,10.0,11,True
2570,7.0,14,True
2571,14.0,7,True
2572,11.0,10,True
2573,4.0,17,True
2574,6.0,15,True
2575,4.0,17,True
2576,6.0,15,True
2577,10.0,11,True
2578,11.0,10,True
2579,9.0,12,True
2580,10.0,11,True
2581,5.0,16,True
2582,8.0,13,True
2583,9.0,12,True
2584,13.0,8,True
2585,10.0,11,True
2586,5.0,16,True
2587,5.0,16,True
2588,5.0,16,True
2589,11.0,10,True
2590,12.0,9,True
2591,6.0,15,True
2592,6.0,15,True
2593,8.0,13,True
2594,11.0,10,True
2595,4.0,17,True
2596,6.0,15,True
2597,7.0,14,True
2598,3.0,9,True
2599,5.0,16,True
2600,4.0,17,True
2601,4.0,17,True
2602,6.0,15,True
2603,4.0,17,True
2604,12.0,9,True
2605,5.0,16,True
2606,9.0,12,True
2607,9.0,12,True
2608,10.0,11,True
2609,10.0,11,True
2610,10.0,11,True
2611,5.0,16,True
2612,10.0,11,True
2613,10.0,11,True
2614,8.0,13,True
2615,9.0,12,True
2616,13.0,8,True
2617,3.0,18,True
2618,11.0,10,True
2619,3.0,18,True
2620,8.0,13,True
2621,6.0,15,True
2622,5.0,16,True
2623,8.0,13,True
2624,5.0,16,True
2625,6.0,15,True
2626,0.0,21,True
2627,6.0,15,True
2628,8.0,13,True
2629,12.0,9,True
2630,5.0,16,True
2631,8.0,13,True
2632,7.0,14,True
2633,5.0,16,True
2634,5.0,16,True
2635,10.0,11,True
2636,1.0,11,True
2637,5.0,16,True
2638,-3.0,15,True
2639,9.0,12,True
2640,5.0,16,True
2641,10.0,11,True
2642,7.0,14,True
2643,13.0,8,True
2644,9.0,12,True
2645,7.0,14,True
2646,9.0,12,True
2647,8.0,13,True
2648,5.0,16,True
2649,11.0,10,True
2650,-5.0,17,True
2651,-2.0,14,True
2652,5.0,16,True
2653,5.0,16,True
2654,1.0,11,True
2655,5.0,16,True
2656,4.0,17,True
2657,1.0,20,True
2658,9.0,12,True
2659,12.0,9,True
2660,10.0,11,True
2661,13.0,8,True
2662,4.0,17,True
2663,6.0,15,True
2664,4.0,17,True
2665,7.0,14,True
2666,6.0,15,True
2667,5.0,16,True
2668,10.0,11,True
2669,11.0,10,True
2670,12.0,9,True
2671,9.0,12,True
2672,8.0,13,True
2673,5.0,16,True
2674,2.0,19,True
2675,10.0,11,True
2676,11.0,10,True
2677,5.0,16,True
2678,10.0,11,True
2679,5.0,16,True
2680,6.0,15,True
2681,-2.0,14,True
2682,7.0,14,True
2683,5.0,16,True
2684,5.0,16,True
2685,-2.0,14,True
2686,5.0,16,True
2687,7.0,14,True
2688,9.0,12,True
2689,4.0,17,True
2690,9.0,12,True
2691,3.0,18,True
2692,7.0,14,True
2693,6.0,15,True
2694,7.0,14,True
2695,13.0,8,True
2696,10.0,11,True
2697,8.0,13,True
2698,9.0,12,True
2699,8.0,13,True
2700,8.0,13,True
2701,9.0,12,True
2702,0.0,12,True
2703,4.0,17,True
2704,12.0,9,True
2705,9.0,12,True
2706,9.0,12,True
2707,11.0,10,True
2708,5.0,16,True
2709,9.0,12,True
2710,10.0,11,True
2711,-3.0,15,True
2712,12.0,9,True
2713,9.0,12,True
2714,7.0,14,True
2715,4.0,17,True
2716,12.0,9,True
2717,10.0,11,True
2718,7.0,14,True
2719,11.0,10,True
2720,13.0,8,True
2721,4.0,17,True
2722,10.0,11,True
2723,9.0,12,True
2724,5.0,16,True
2725,12.0,9,True
2726,4.0,17,True
2727,8.0,13,True
2728,8.0,13,True
2729,3.0,18,True
2730,11.0,10,True
2731,7.0,14,True
2732,8.0,13,True
2733,9.0,12,True
2734,4.0,17,True
2735,11.0,10,True
2736,8.0,13,True
2737,5.0,16,True
2738,9.0,12,True
2739,1.0,20,True
2740,6.0,15,True
2741,10.0,11,True
2742,4.0,17,True
2743,6.0,15,True
2744,5.0,16,True
2745,9.0,12,True
2746,6.0,15,True
2747,4.0,17,True
2748,8.0,13,True
2749,4.0,17,True
2750,10.0,11,True
2751,6.0,15,True
2752,3.0,18,True
2753,8.0,13,True
2754,7.0,14,True
2755,11.0,10,True
2756,4.0,17,True
2757,-2.0,14,True
2758,7.0,14,True
2759,3.0,18,True
2760,5.0,16,True
2761,13.0,8,True
2762,13.0,8,True
2763,5.0,16,True
2764,5.0,16,True
2765,7.0,14,True
2766,8.0,13,True
2767,7.0,14,True
2768,6.0,15,True
2769,7.0,14,True
2770,8.0,13,True
2771,9.0,12,True
2772,7.0,14,True
2773,5.0,16,True
2774,4.0,17,True
2775,7.0,14,True
2776,10.0,11,True
2777,10.0,11,True
2778,2.0,10,True
2779,9.0,12,True
2780,4.0,17,True
2781,8.0,13,True
2782,10.0,11,True
2783,7.0,14,True
2784,6.0,15,True
2785,-1.0,13,True
2786,4.0,17,True
2787,5.0,16,True
2788,7.0,14,True
2789,11.0,10,True
2790,7.0,14,True
2791,7.0,14,True
2792,9.0,12,True
2793,7.0,14,True
2794,6.0,15,True
2795,5.0,16,True
2796,7.0,14,True
2797,8.0,13,True
2798,10.0,11,True
2799,13.0,8,True
2800,11.0,10,True
2801,8.0,13,True
2802,5.0,16,True
2803,7.0,14,True
2804,8.0,13,True
2805,2.0,19,True
2806,8.0,13,True
2807,7.0,14,True
2808,8.0,13,True
2809,9.0,12,True
2810,7.0,14,True
2811,9.0,12,True
2812,11.0,10,True
2813,7.0,14,True
2814,8.0,13,True
2815,8.0,13,True
2816,10.0,11,True
2817,7.0,14,True
2818,8.0,13,True
2819,7.0,14,True
2820,10.0,11,True
2821,5.0,16,True
2822,7.0,14,True
2823,9.0,12,True
2824,12.0,9,True
2825,10.0,11,True
2826,11.0,10,True
2827,11.0,10,True
2828,7.0,14,True
2829,8.0,13,True
2830,-2.0,23,True
2831,4.0,17,True
2832,8.0,13,True
2833,8.0,13,True
2834,7.0,14,True
2835,8.0,13,True
2836,10.0,11,True
2837,9.0,12,True
2838,6.0,15,True
2839,6.0,15,True
2840,-2.0,14,True
2841,10.0,11,True
2842,9.0,12,True
2843,6.0,15,True
2844,7.0,14,True
2845,10.0,11,True
2846,6.0,15,True
2847,6.0,15,True
2848,4.0,17,True
2849,5.0,16,True
2850,4.0,17,True
2851,11.0,10,True
2852,2.0,19,True
2853,8.0,13,True
2854,5.0,16,True
2855,7.0,14,True
2856,11.0,10,True
2857,11.0,10,True
2858,6.0,15,True
2859,6.0,15,True
2860,2.0,19,True
2861,7.0,14,True
2862,4.0,17,True
2863,-6.0,18,True
2864,3.0,18,True
2865,14.0,7,True
2866,12.0,9,True
2867,6.0,15,True
2868,-13.0,16,True
2869,12.0,9,True
2870,10.0,11,True
2871,9.0,12,True
2872,8.0,13,True
2873,8.0,13,True
2874,9.0,12,True
2875,10.0,11,True
2876,9.0,12,True
2877,9.0,12,True
2878,7.0,14,True
2879,7.0,14,True
2880,10.0,11,True
2881,10.0,11,True
2882,11.0,10,True
2883,5.0,16,True
2884,13.0,8,True
2885,10.0,11,True
2886,10.0,11,True
2887,13.0,8,True
2888,8.0,13,True
2889,7.0,14,True
2890,1.0,20,True
2891,8.0,13,True
2892,8.0,13,True
2893,7.0,14,True
2894,5.0,16,True
2895,5.0,16,True
2896,6.0,15,True
2897,10.0,11,True
2898,3.0,18,True
2899,7.0,14,True
2900,9.0,12,True
2901,2.0,19,True
2902,9.0,12,True
2903,6.0,15,True
2904,4.0,17,True
2905,4.0,17,True
2906,7.0,14,True
2907,9.0,12,True
2908,10.0,11,True
2909,3.0,18,True
2910,6.0,15,True
2911,7.0,14,True
2912,9.0,12,True
2913,14.0,7,True
2914,11.0,10,True
2915,8.0,13,True
2916,10.0,11,True
2917,10.0,11,True
2918,8.0,13,True
2919,5.0,16,True
2920,8.0,13,True
2921,11.0,10,True
2922,12.0,9,True
2923,5.0,16,True
2924,8.0,13,True
2925,11.0,10,True
2926,10.0,11,True
2927,10.0,11,True
2928,14.0,7,True
2929,8.0,13,True
2930,9.0,12,True
2931,10.0,11,True
2932,13.0,8,True
2933,7.0,14,True
2934,7.0,14,True
2935,11.0,10,True
2936,-2.0,14,True
2937,7.0,14,True
2938,9.0,12,True
2939,6.0,15,True
2940,3.0,18,True
2941,9.0,12,True
2942,9.0,12,True
2943,8.0,13,True
2944,8.0,13,True
2945,10.0,11,True
2946,9.0,12,True
2947,11.0,10,True
2948,6.0,15,True
2949,14.0,7,True
2950,5.0,16,True
2951,4.0,17,True
2952,8.0,13,True
2953,8.0,13,True
2954,5.0,16,True
2955,3.0,18,True
2956,10.0,11,True
2957,7.0,14,True
2958,5.0,16,True
2959,9.0,12,True
2960,9.0,12,True
2961,8.0,13,True
2962,12.0,9,True
2963,9.0,12,True
2964,7.0,14,True
2965,5.0,16,True
2966,1.0,20,True
2967,7.0,14,True
2968,10.0,11,True
2969,14.0,7,True
2970,7.0,14,True
2971,10.0,11,True
2972,4.0,17,True
2973,3.0,18,True
2974,-4.0,16,True
2975,8.0,13,True
2976,8.0,13,True
2977,5.0,16,True
2978,7.0,14,True
2979,9.0,12,True
2980,11.0,10,True
2981,8.0,13,True
2982,11.0,10,True
2983,10.0,11,True
2984,9.0,12,True
2985,8.0,13,True
2986,7.0,14,True
2987,9.0,12,True
2988,10.0,11,True
2989,7.0,14,True
2990,8.0,13,True
2991,10.0,11,True
2992,8.0,13,True
2993,10.0,11,True
2994,7.0,14,True
2995,9.0,12,True
2996,10.0,11,True
2997,8.0,13,True
2998,11.0,10,True
2999,11.0,10,True
3000,8.0,13,True
3001,11.0,10,True
3002,9.0,12,True
3003,11.0,10,True
3004,5.0,16,True
3005,11.0,10,True
3006,4.0,17,True
3007,10.0,11,True
3008,6.0,15,True
3009,10.0,11,True
3010,11.0,10,True
3011,13.0,8,True
3012,9.0,12,True
3013,9.0,12,True
3014,8.0,13,True
3015,10.0,11,True
3016,-1.0,13,True
3017,5.0,16,True
3018,9.0,12,True
3019,9.0,12,True
3020,7.0,14,True
3021,6.0,15,True
3022,7.0,14,True
3023,-16.0,19,True
3024,6.0,15,True
3025,-8.0,20,True
3026,4.0,17,True
3027,8.0,13,True
3028,7.0,14,True
3029,12.0,9,True
3030,7.0,14,True
3031,3.0,18,True
3032,6.0,15,True
3033,8.0,13,True
3034,6.0,15,True
3035,7.0,14,True
3036,9.0,12,True
3037,5.0,16,True
3038,8.0,13,True
3039,11.0,10,True
3040,10.0,11,True
3041,9.0,12,True
3042,2.0,19,True
3043,10.0,11,True
3044,6.0,15,True
3045,6.0,15,True
3046,8.0,13,True
3047,10.0,11,True
3048,13.0,8,True
3049,11.0,10,True
3050,5.0,16,True
3051,9.0,12,True
3052,8.0,13,True
3053,9.0,12,True
3054,10.0,11,True
3055,14.0,7,True
3056,-5.0,17,True
3057,11.0,10,True
3058,6.0,15,True
3059,9.0,12,True
3060,10.0,11,True
3061,14.0,7,True
3062,10.0,11,True
3063,8.0,13,True
3064,5.0,16,True
3065,7.0,14,True
3066,11.0,10,True
3067,6.0,15,True
3068,5.0,16,True
3069,6.0,15,True
3070,6.0,15,True
3071,14.0,7,True
3072,14.0,7,True
3073,5.0,16,True
3074,-5.0,17,True
3075,6.0,15,True
3076,13.0,8,True
3077,9.0,12,True
3078,10.0,11,True
3079,5.0,16,True
3080,5.0,16,True
3081,8.0,13,True
3082,9.0,12,True
3083,9.0,12,True
3084,8.0,13,True
3085,12.0,9,True
3086,9.0,12,True
3087,4.0,17,True
3088,10.0,11,True
3089,9.0,12,True
3090,5.0,16,True
3091,9.0,12,True
3092,0.0,12,True
3093,6.0,15,True
3094,12.0,9,True
3095,12.0,9,True
3096,8.0,13,True
3097,6.0,15,True
3098,7.0,14,True
3099,11.0,10,True
3100,10.0,11,True
3101,5.0,16,True
3102,6.0,15,True
3103,8.0,13,True
3104,4.0,17,True
3105,9.0,12,True
3106,12.0,9,True
3107,10.0,11,True
3108,4.0,17,True
3109,7.0,14,True
3110,7.0,14,True
3111,5.0,16,True
3112,10.0,11,True
3113,8.0,13,True
3114,6.0,15,True
3115,11.0,10,True
3116,9.0,12,True
3117,8.0,13,True
3118,10.0,11,True
3119,9.0,12,True
3120,5.0,16,True
3121,6.0,15,True
3122,8.0,13,True
3123,11.0,10,True
3124,11.0,10,True
3125,6.0,15,True
3126,7.0,14,True
3127,12.0,9,True
3128,3.0,18,True
3129,9.0,12,True
3130,12.0,9,True
3131,5.0,16,True
3132,10.0,11,True
3133,11.0,10,True
3134,3.0,9,True
3135,4.0,17,True
3136,5.0,16,True
3137,4.0,17,True
3138,6.0,15,True
3139,6.0,15,True
3140,6.0,15,True
3141,8.0,13,True
3142,7.0,14,True
3143,7.0,14,True
3144,-1.0,13,True
3145,6.0,15,True
3146,6.0,15,True
3147,8.0,13,True
3148,9.0,12,True
3149,5.0,16,True
3150,11.0,10,True
3151,8.0,13,True
3152,6.0,15,True
3153,10.0,11,True
3154,7.0,14,True
3155,7.0,14,True
3156,9.0,12,True
3157,6.0,15,True
3158,11.0,10,True
3159,11.0,10,True
3160,9.0,12,True
3161,4.0,17,True
3162,8.0,13,True
3163,6.0,15,True
3164,8.0,13,True
3165,7.0,14,True
3166,10.0,11,True
3167,9.0,12,True
3168,8.0,13,True
3169,6.0,15,True
3170,9.0,12,True
3171,6.0,15,True
3172,8.0,13,True
3173,9.0,12,True
3174,9.0,12,True
3175,13.0,8,True
3176,6.0,15,True
3177,11.0,10,True
3178,7.0,14,True
3179,5.0,16,True
3180,8.0,13,True
3181,9.0,12,True
3182,4.0,17,True
3183,6.0,15,True
3184,11.0,10,True
3185,10.0,11,True
3186,7.0,14,True
3187,9.0,12,True
3188,5.0,16,True
3189,-6.0,18,True
3190,8.0,13,True
3191,-2.0,14,True
3192,10.0,11,True
3193,9.0,12,True
3194,10.0,11,True
3195,6.0,15,True
3196,10.0,11,True
3197,6.0,15,True
3198,4.0,17,True
3199,10.0,11,True
3200,6.0,15,True
3201,13.0,8,True
3202,4.0,17,True
3203,12.0,9,True
3204,6.0,15,True
3205,8.0,13,True
3206,10.0,11,True
3207,8.0,13,True
3208,7.0,14,True
3209,8.0,13,True
3210,8.0,13,True
3211,5.0,16,True
3212,7.0,14,True
3213,11.0,10,True
3214,7.0,14,True
3215,10.0,11,True
3216,3.0,18,True
3217,9.0,12,True
3218,10.0,11,True
3219,7.0,14,True
3220,7.0,14,True
3221,4.0,17,True
3222,7.0,14,True
3223,11.0,10,True
3224,7.0,14,True
3225,11.0,10,True
3226,14.0,7,True
3227,8.0,13,True
3228,5.0,16,True
3229,7.0,14,True
3230,12.0,9,True
3231,10.0,11,True
3232,8.0,13,True
3233,14.0,7,True
3234,11.0,10,True
3235,14.0,7,True
3236,13.0,8,True
3237,7.0,14,True
3238,10.0,11,True
3239,-2.0,14,True
3240,6.0,15,True
3241,10.0,11,True
3242,9.0,12,True
3243,8.0,13,True
3244,4.0,17,True
3245,14.0,7,True
3246,3.0,18,True
3247,6.0,15,True
3248,14.0,7,True
3249,1.0,11,True
3250,14.0,7,True
3251,7.0,14,True
3252,10.0,11,True
3253,-6.0,18,True
3254,7.0,14,True
3255,8.0,13,True
3256,13.0,8,True
3257,9.0,12,True
3258,5.0,16,True
3259,11.0,10,True
3260,4.0,17,True
3261,5.0,16,True
3262,7.0,14,True
3263,9.0,12,True
3264,7.0,14,True
3265,12.0,9,True
3266,9.0,12,True
3267,4.0,17,True
3268,13.0,8,True
3269,7.0,14,True
3270,8.0,13,True
3271,7.0,14,True
3272,9.0,12,True
3273,5.0,16,True
3274,8.0,13,True
3275,7.0,14,True
3276,10.0,11,True
3277,12.0,9,True
3278,9.0,12,True
3279,9.0,12,True
3280,7.0,14,True
3281,-2.0,14,True
3282,4.0,17,True
3283,9.0,12,True
3284,8.0,13,True
3285,13.0,8,True
3286,10.0,11,True
3287,5.0,16,True
3288,9.0,12,True
3289,3.0,18,True
3290,-3.0,15,True
3291,6.0,15,True
3292,15.0,6,True
3293,11.0,10,True
3294,11.0,10,True
3295,4.0,17,True
3296,12.0,9,True
3297,7.0,14,True
3298,5.0,16,True
3299,5.0,16,True
3300,6.0,15,True
3301,12.0,9,True
3302,9.0,12,True
3303,10.0,11,True
3304,10.0,11,True
3305,10.0,11,True
3306,9.0,12,True
3307,8.0,13,True
3308,9.0,12,True
3309,10.0,11,True
3310,5.0,16,True
3311,9.0,12,True
3312,9.0,12,True
3313,12.0,9,True
3314,9.0,12,True
3315,12.0,9,True
3316,5.0,16,True
3317,3.0,18,True
3318,10.0,11,True
3319,9.0,12,True
3320,14.0,7,True
3321,4.0,17,True
3322,10.0,11,True
3323,13.0,8,True
3324,10.0,11,True
3325,8.0,13,True
3326,6.0,15,True
3327,5.0,16,True
3328,4.0,17,True
3329,8.0,13,True
3330,7.0,14,True
3331,7.0,14,True
3332,9.0,12,True
3333,9.0,12,True
3334,9.0,12,True
3335,8.0,13,True
3336,5.0,16,True
3337,7.0,14,True
3338,7.0,14,True
3339,4.0,17,True
3340,5.0,16,True
3341,4.0,17,True
3342,7.0,14,True
3343,10.0,11,True
3344,7.0,14,True
3345,9.0,12,True
3346,9.0,12,True
3347,8.0,13,True
3348,8.0,13,True
3349,10.0,11,True
3350,10.0,11,True
3351,6.0,15,True
3352,10.0,11,True
3353,10.0,11,True
3354,11.0,10,True
3355,6.0,15,True
3356,4.0,17,True
3357,-8.0,20,True
3358,10.0,11,True
3359,10.0,11,True
3360,7.0,14,True
3361,6.0,15,True
3362,4.0,17,True
3363,9.0,12,True
3364,9.0,12,True
3365,12.0,9,True
3366,5.0,16,True
3367,8.0,13,True
3368,4.0,17,True
3369,7.0,14,True
3370,4.0,17,True
3371,11.0,10,True
3372,-1.0,13,True
3373,5.0,16,True
3374,7.0,14,True
3375,7.0,14,True
3376,3.0,18,True
3377,8.0,13,True
3378,9.0,12,True
3379,7.0,14,True
3380,8.0,13,True
3381,6.0,15,True
3382,-4.0,16,True
3383,6.0,15,True
3384,10.0,11,True
3385,6.0,15,True
3386,4.0,17,True
3387,9.0,12,True
3388,7.0,14,True
3389,11.0,10,True
3390,13.0,8,True
3391,7.0,14,True
3392,6.0,15,True
3393,6.0,15,True
3394,5.0,16,True
3395,4.0,17,True
3396,9.0,12,True
3397,11.0,10,True
3398,10.0,11,True
3399,7.0,14,True
3400,8.0,13,True
3401,3.0,9,True
3402,-1.0,13,True
3403,8.0,13,True
3404,6.0,15,True
3405,8.0,13,True
3406,8.0,13,True
3407,6.0,15,True
3408,12.0,9,True
3409,3.0,18,True
3410,8.0,13,True
3411,5.0,16,True
3412,7.0,14,True
3413,9.0,12,True
3414,6.0,15,True
3415,8.0,13,True
3416,6.0,15,True
3417,9.0,12,True
3418,8.0,13,True
3419,6.0,15,True
3420,9.0,12,True
3421,6.0,15,True
3422,8.0,13,True
3423,12.0,9,True
3424,11.0,10,True
3425,6.0,15,True
3426,14.0,7,True
3427,13.0,8,True
3428,6.0,15,True
3429,6.0,15,True
3430,11.0,10,True
3431,11.0,10,True
3432,-1.0,13,True
3433,10.0,11,True
3434,9.0,12,True
3435,7.0,14,True
3436,11.0,10,True
3437,5.0,16,True
3438,6.0,15,True
3439,8.0,13,True
3440,3.0,18,True
3441,10.0,11,True
3442,9.0,12,True
3443,8.0,13,True
3444,15.0,6,True
3445,11.0,10,True
3446,3.0,18,True
3447,3.0,18,True
3448,7.0,14,True
3449,2.0,19,True
3450,8.0,13,True
3451,10.0,11,True
3452,7.0,14,True
3453,5.0,16,True
3454,7.0,14,True
3455,11.0,10,True
3456,10.0,11,True
3457,-11.0,14,True
3458,8.0,13,True
3459,5.0,16,True
3460,3.0,18,True
3461,7.0,14,True
3462,4.0,17,True
3463,8.0,13,True
3464,9.0,12,True
3465,11.0,10,True
3466,-10.0,13,True
3467,6.0,15,True
3468,5.0,16,True
3469,9.0,12,True
3470,7.0,14,True
3471,8.0,13,True
3472,8.0,13,True
3473,10.0,11,True
3474,9.0,12,True
3475,7.0,14,True
3476,7.0,14,True
3477,6.0,15,True
3478,6.0,15,True
3479,10.0,11,True
3480,5.0,16,True
3481,11.0,10,True
3482,5.0,16,True
3483,6.0,15,True
3484,7.0,14,True
3485,8.0,13,True
3486,9.0,12,True
3487,11.0,10,True
3488,4.0,17,True
3489,14.0,7,True
3490,3.0,18,True
3491,11.0,10,True
3492,7.0,14,True
3493,6.0,15,True
3494,7.0,14,True
3495,6.0,15,True
3496,9.0,12,True
3497,9.0,12,True
3498,8.0,13,True
3499,5.0,16,True
3500,5.0,16,True
3501,8.0,13,True
3502,10.0,11,True
3503,10.0,11,True
3504,12.0,9,True
3505,9.0,12,True
3506,8.0,13,True
3507,7.0,14,True
3508,4.0,17,True
3509,8.0,13,True
3510,4.0,17,True
3511,11.0,10,True
3512,9.0,12,True
3513,8.0,13,True
3514,7.0,14,True
3515,12.0,9,True
3516,7.0,14,True
3517,11.0,10,True
3518,7.0,14,True
3519,6.0,15,True
3520,8.0,13,True
3521,12.0,9,True
3522,9.0,12,True
3523,6.0,15,True
3524,4.0,17,True
3525,4.0,17,True
3526,7.0,14,True
3527,3.0,18,True
3528,11.0,10,True
3529,10.0,11,True
3530,8.0,13,True
3531,7.0,14,True
3532,6.0,15,True
3533,6.0,15,True
3534,9.0,12,True
3535,10.0,11,True
3536,11.0,10,True
3537,8.0,13,True
3538,9.0,12,True
3539,4.0,17,True
3540,10.0,11,True
3541,11.0,10,True
3542,7.0,14,True
3543,4.0,17,True
3544,6.0,15,True
3545,12.0,9,True
3546,12.0,9,True
3547,11.0,10,True
3548,4.0,17,True
3549,9.0,12,True
3550,7.0,14,True
3551,5.0,16,True
3552,8.0,13,True
3553,4.0,17,True
3554,5.0,16,True
3555,8.0,13,True
3556,10.0,11,True
3557,6.0,15,True
3558,7.0,14,True
3559,9.0,12,True
3560,7.0,14,True
3561,5.0,16,True
3562,4.0,17,True
3563,6.0,15,True
3564,9.0,12,True
3565,5.0,16,True
3566,8.0,13,True
3567,10.0,11,True
3568,6.0,15,True
3569,8.0,13,True
3570,4.0,17,True
3571,11.0,10,True
3572,12.0,9,True
3573,9.0,12,True
3574,14.0,7,True
3575,5.0,16,True
3576,8.0,13,True
3577,11.0,10,True
3578,7.0,14,True
3579,7.0,14,True
3580,9.0,12,True
3581,11.0,10,True
3582,6.0,15,True
3583,4.0,17,True
3584,10.0,11,True
3585,5.0,16,True
3586,0.0,12,True
3587,6.0,15,True
3588,-6.0,18,True
3589,12.0,9,True
3590,4.0,17,True
3591,5.0,16,True
3592,11.0,10,True
3593,4.0,17,True
3594,8.0,13,True
3595,10.0,11,True
3596,6.0,15,True
3597,11.0,10,True
3598,7.0,14,True
3599,4.0,17,True
3600,7.0,14,True
3601,8.0,13,True
3602,7.0,14,True
3603,8.0,13,True
3604,8.0,13,True
3605,12.0,9,True
3606,6.0,15,True
3607,8.0,13,True
3608,9.0,12,True
3609,-4.0,16,True
3610,12.0,9,True
3611,7.0,14,True
3612,8.0,13,True
3613,7.0,14,True
3614,10.0,11,True
3615,8.0,13,True
3616,3.0,18,True
3617,3.0,18,True
3618,4.0,17,True
3619,4.0,17,True
3620,11.0,10,True
3621,12.0,9,True
3622,9.0,12,True
3623,4.0,17,True
3624,6.0,15,True
3625,10.0,11,True
3626,10.0,11,True
3627,4.0,17,True
3628,6.0,15,True
3629,9.0,12,True
3630,5.0,16,True
3631,8.0,13,True
3632,7.0,14,True
3633,4.0,17,True
3634,7.0,14,True
3635,7.0,14,True
3636,-3.0,15,True
3637,4.0,17,True
3638,15.0,6,True
3639,5.0,16,True
3640,9.0,12,True
3641,9.0,12,True
3642,7.0,14,True
3643,10.0,11,True
3644,13.0,8,True
3645,8.0,13,True
3646,9.0,12,True
3647,8.0,13,True
3648,11.0,10,True
3649,9.0,12,True
3650,9.0,12,True
3651,10.0,11,True
3652,7.0,14,True
3653,5.0,16,True
3654,7.0,14,True
3655,8.0,13,True
3656,4.0,17,True
3657,3.0,18,True
3658,8.0,13,True
3659,4.0,17,True
3660,6.0,15,True
3661,12.0,9,True
3662,4.0,17,True
3663,6.0,15,True
3664,-4.0,16,True
3665,10.0,11,True
3666,9.0,12,True
3667,10.0,11,True
3668,9.0,12,True
3669,7.0,14,True
3670,6.0,15,True
3671,10.0,11,True
3672,8.0,13,True
3673,8.0,13,True
3674,8.0,13,True
3675,3.0,18,True
3676,7.0,14,True
3677,6.0,15,True
3678,10.0,11,True
3679,6.0,15,True
3680,12.0,9,True
3681,4.0,17,True
3682,5.0,16,True
3683,11.0,10,True
3684,9.0,12,True
3685,13.0,8,True
3686,7.0,14,True
3687,6.0,15,True
3688,10.0,11,True
3689,9.0,12,True
3690,8.0,13,True
3691,7.0,14,True
3692,5.0,16,True
3693,6.0,15,True
3694,5.0,16,True
3695,-7.0,19,True
3696,2.0,19,True
3697,6.0,15,True
3698,-3.0,15,True
3699,8.0,13,True
3700,6.0,15,True
3701,9.0,12,True
3702,10.0,11,True
3703,5.0,16,True
3704,5.0,16,True
3705,0.0,12,True
3706,5.0,16,True
3707,7.0,14,True
3708,8.0,13,True
3709,8.0,13,True
